Comparison|||The company had a tax credit of $1.4 million|||In the year-earlier quarter, the tax credit was $3.3 million
Comparison|||the parent asked it to respond by Oct. 31|||it can provide no assurance a transaction will occur
Comparison|||that was mainly because the project may not bear fruit until the mid-1990s|||more companies would become interested as the project progresses
Comparison|||Concord Camera Corp. completed the acquisition of Peter Bauser G.m.b.|||Terms weren't disclosed
Comparison|||The Senate voted to authorize $4.5 billion for SDI spending in the current fiscal year, but the House, reflecting a dramatic erosion of support for the program, earmarked only $3.1 billion|||Despite the widening gap between the two sides, conferees eventually followed the pattern set in previous years by opting to roughly split the difference
Comparison|||And lawmakers are putting the finishing touches on a compromise that would give the Air Force nearly all of the $2.4 billion it wants for production of Northrop Corp. 's radar-eluding B-2 bombers|||The final B-2 agreement is certain to require detailed testing and verification of the bomber's capabilities
Comparison|||In the nine months, net income slid 21% to $28.4 million, or 33 cents a share, from $36 million, or 42 cents a share|||Revenues climbed 18% to $289 million from $245.3 million
Comparison|||TPA sales are down quarter to quarter|||Expenses are flat
Comparison|||that "discussions are under way|||There are no agreements yet
Comparison|||U.S. District Judge Robert P. Patterson Jr. ordered the FBI to immediately begin processing Herman Benjamin Ferguson's request for documents stemming from the agency's investigation of him during the 1960s|||The FBI had said it would not be able to begin processing the request until June
Comparison|||Mr. Ferguson fled the U.S. in 1970 after exhausting his appeals of a 1968 conviction on conspiracy to murder|||He turned himself in to authorities in New York earlier this year
Comparison|||Complex cases, such as antitrust suits and many business disputes, would receive intense supervision by federal judges to keep pretrial proceedings moving|||Standard cases would require less judicial attention, and fast-track cases could be resolved quickly
Comparison|||The real estate investment trust said the "purported class action suit," seeks "damages and other remedies under federal securities law and state law|||the company wouldn't disclose further details
Comparison|||Given the weakness of the junk-bond market, can he finance a buy-out|||Mr. Icahn may not want to sell out unless he can get a special dividend similar to one he received before selling his stake in Texaco Inc. in June -- a coup that gave him enough cash to make his USX move
Comparison|||that Mr. Corry would agree if he could find a buyer at the right price|||The problem is that Mr. Icahn is pushing him to move faster and further in restructuring USX than Mr. Corry had planned
Comparison|||he has a clear sense of where he wants the company to go|||Right now he wants to continue to focus on paying down" USX's debt by selling assets
Comparison|||Campeau reportedly may receive a $1.3 billion offer for Bloomingdale's from Tokyu Department Store of Japan|||Campeau declined to comment
Comparison|||Conspicuous by its absence is California|||San Jose and several other California cities mounted major campaigns during the summer to woo the group
Comparison|||U.S. Memories investors include Advanced Micro Devices Inc., Digital Equipment Corp., Hewlett-Packard Co., International Business Machines Corp., Intel Corp., LSI Logic Corp., and National Semiconductor Corp|||he expects several other companies to join some time after the venture completes a business plan, probably later this week
Comparison|||Robert S. Ehrlich resigned as chairman, president and chief executive|||Mr. Ehrlich will continue as a director and a consultant
Comparison|||it "continues to explore the possibility of a combination with Fresenius USA|||that it is apparent that any terms of a combination "would be substantially less favorable than those previously announced
Comparison|||Analysts had expected Consolidated to post a slim profit|||They have to continue to tighten their belts
Comparison|||A major Tokyo newspaper reported that a Japanese department store concern is planning to offer about $1.3 billion to buy Bloomingdale's|||Campeau Corp., the chain's owner, declined to comment on the report
Comparison|||but she declined to comment on whether any actual bids had been made|||Nihon Keizai Shimbun, Japan's leading economic newspaper, reported Wednesday that Tokyu Department Store Co. is planning to team up with U.S. and Western European financing to buy the New York-based retail chain, which Campeau has put up for sale
